the_geom,stop_code,stop_id,stop_desc,stop_name,stop_lat,OBJECTID_1,stop_lon,ROUTE,ROUTENAME,DIRECTION,STREETNAME,CROSSSTREE,LABEL
POINT (-83.03445104314814 42.33351713265042),JFRI2WB,8113,,JEFFERSON & RIVARD,42.333509,4852,-83.034447,25,JEFFERSON,EASTBOUND,,,8113 -  /
POINT (-83.00267276824313 42.420050234458216),MCGNEB,523,E Mcnichols Rd & Gunston Ave,McNichols & Gunston,42.420042,371,-83.002669,32,McNICHOLS,EASTBOUND,E Mcnichols Rd,Gunston Ave,523 - Gunston Ave / E Mcnichols Rd
POINT (-83.02723704116961 42.336539133516865),JFSTWB,8115,E Jefferson Ave & Saint Aubin St,JEFFERSON & ST AUBIN,42.336531,4853,-83.027233,25,JEFFERSON,WESTBOUND,E Jefferson Ave,Saint Aubin St,8115 - Saint Aubin St / E Jefferson Ave
POINT (-82.9827197623779 42.4265922363892),SEGTEB,524,Seymour St & Gratiot Ave,Seymour & Gratiot,42.426584,372,-82.982716,32,McNICHOLS,EASTBOUND,Seymour St,Gratiot Ave,524 - Gratiot Ave / Seymour St
POINT (-83.02591704079212 42.3369041336418),JFST1EB,8117,E Jefferson Ave & Saint Aubin St,JEFFERSON & ST AUBIN,42.336896,4854,-83.025913,25,JEFFERSON,EASTBOUND,JEFFERSON,ST AUBIN,8117 - ST AUBIN / JEFFERSON
POINT (-82.92281774139622 42.39537123281693),CXMKNB,527,Cadieux Rd & Mack Ave,Cadieux & Mack,42.395363,373,-82.922814,32,McNICHOLS,WESTBOUND,Cadieux Rd,Mack Ave,527 - Mack Ave / Cadieux Rd
POINT (-82.94249674875581 42.41269223529338),WTHPWB,528,Whittier St & Harper Ave,Whittier & Harper,42.412684,374,-82.942493,32,McNICHOLS,WESTBOUND,Whittier St,Harper Ave,528 - Harper Ave / Whittier St
POINT (-83.02427904034221 42.33758213383709),JFDUEB,8118,E Jefferson Ave & Dubois St,JEFFERSON & DUBOIS,42.337574,4855,-83.024275,25,JEFFERSON,EASTBOUND,E Jefferson Ave,Dubois St,8118 - Dubois St / E Jefferson Ave
POINT (-82.98320776254687 42.426817236412816),MCGTWB,529,E Mcnichols Rd & Gratiot Ave,McNichols & Gratiot,42.426809,375,-82.983204,32,McNICHOLS,WESTBOUND,E Mcnichols Rd,Gratiot Ave,529 - Gratiot Ave / E Mcnichols Rd
POINT (-83.02488904054883 42.33780613384965),JFDUWB,8119,,JEFFERSON & DUBOIS,42.337798,4856,-83.024885,25,JEFFERSON,WESTBOUND,,,8119 -  /
POINT (-83.02290903998005 42.338322134031316),JFCH1WB,8120,,JEFFERSON & CHENE,42.338314,4857,-83.022905,25,JEFFERSON,EASTBOUND,,,8120 -  /
POINT (-83.00295376833893 42.420157234467645),MCGUWB,530,E Mcnichols Rd & Gunston Ave,McNichols & Gunston,42.420149,376,-83.00295,32,McNICHOLS,WESTBOUND,E Mcnichols Rd,Gunston St,530 - Gunston St / E Mcnichols Rd
POINT (-83.01998603917946 42.339561134385036),JFJOWB,8122,,JEFFERSON & JOSEPH CAMPAU,42.339553,4858,-83.019982,25,JEFFERSON,EASTBOUND,,,8122 -  /
POINT (-83.01375277172343 42.41978823400616),ODMCWB,531,E Outer Dr & E Mcnichols Rd,E. Outer Drive & McNichols,42.41978,377,-83.013749,32,McNICHOLS,WESTBOUND,E Outer Dr,E Mcnichols Rd,531 - E Mcnichols Rd / E Outer Dr
POINT (-83.01673403829415 42.34100613479038),JFMCWB,8124,,JEFFERSON & MC DOUGALL,42.340998,4859,-83.01673,25,JEFFERSON,EASTBOUND,,,8124 -  /
POINT (-83.0148887730353 42.43413723660515),7MODWB,532,Seven Mile Rd,Seven Mile & East Outer Drive,42.434129,378,-83.014885,32,McNICHOLS,WESTBOUND,,,532 -  /
POINT (-83.01461803771187 42.34187013504046),JFADWB,8127,,JEFFERSON & ADAIR,42.341862,4860,-83.014614,25,JEFFERSON,WESTBOUND,,,8127 -  /
POINT (-83.02440477602835 42.43397123622749),7MVDWB,533,E 7 Mile Rd & Van Dyke St,Seven Mile & Van Dyke,42.433963,379,-83.024401,32,McNICHOLS,WESTBOUND,E 7 Mile Rd,Van Dyke St,533 - Van Dyke St / E 7 Mile Rd
POINT (-83.00976403636267 42.34368813558486),JFMOEB,8128,E Jefferson Ave & Mount Elliott St,JEFFERSON & MOUNT ELLIOTT,42.34368,4861,-83.00976,25,JEFFERSON,EASTBOUND,JEFFERSON,MOUNT ELLIOTT,8128 - MOUNT ELLIOTT / JEFFERSON
POINT (-83.02396377492911 42.419525233585496),MCVDWB,534,E McNichols Rd,McNichols & Van Dyke,42.419517,380,-83.02396,32,McNICHOLS,WESTBOUND,,,534 -  /
POINT (-83.01022803651247 42.34376913557838),JFMOWB,8129,,JEFFERSON & MOUNT ELLIOTT,42.343761,4862,-83.010224,25,JEFFERSON,WESTBOUND,,,8129 -  /
POINT (-83.06352578735759 42.418660231982585),MCCTWB,535,E McNichols Rd,McNichols & Conant,42.418652,381,-83.063522,32,McNICHOLS,WESTBOUND,,,535 -  /
POINT (-83.00827103596978 42.34451713580061),JFJEWB,8131,E Jefferson Ave & Jefferson Ct,JEFFERSON & JEFF COURT,42.344509,4863,-83.008267,25,JEFFERSON,WESTBOUND,E Jefferson Ave,Jefferson Ct,8131 - Jefferson Ct / E Jefferson Ave
POINT (-83.10551980055355 42.417846230298075),MCWDWB,536,W Mcnichols Rd & Woodward Ave,McNichols & Woodward,42.417838,382,-83.105516,32,McNICHOLS,WESTBOUND,W Mcnichols Rd,Woodward Ave,536 - Woodward Ave / W Mcnichols Rd
POINT (-83.00596003532655 42.34537313605805),JFBEEB,8132,E Jefferson Ave & Bellevue Ave,JEFFERSON & BELLEVUE,42.345365,4864,-83.005956,25,JEFFERSON,EASTBOUND,,,8132 -  /
POINT (-83.11669680406638 42.417648229852794),MCPCWB,537,W McNichols Rd,McNichols & Pontchartrain,42.41764,383,-83.116693,32,McNICHOLS,WESTBOUND,,,537 -  /
POINT (-83.14128781179622 42.417241228877735),MCLVWB,538,W Mcnichols Rd & Livernois Ave,McNichols & Livernois,42.417233,384,-83.141284,32,McNICHOLS,WESTBOUND,W Mcnichols Rd,Livernois Ave,538 - Livernois Ave / W Mcnichols Rd
POINT (-83.00630203543803 42.34544513605551),JFBE2WB,8133,,JEFFERSON & BELLEVUE,42.345437,4865,-83.006298,25,JEFFERSON,WESTBOUND,,,8133 -  /
POINT (-83.18011382398015 42.416330227287254),MCSFWB,539,W McNichols Rd,McNichols & Schaefer,42.416322,385,-83.18011,32,McNICHOLS,WESTBOUND,,,539 -  /
POINT (-83.00507903510142 42.345944136199975),JFCO4WB,8134,,JEFFERSON & CONCORD,42.345936,4866,-83.005075,25,JEFFERSON,EASTBOUND,,,8134 -  /
POINT (-83.2199278364808 42.415543225681354),MCSOWB,540,W McNichols Rd & Southfield Fwy,McNichols & Southfield,42.415535,386,-83.219924,32,McNICHOLS,WESTBOUND,W Mcnichols Rd,Southfield Fwy,540 - Southfield Fwy / W Mcnichols Rd
POINT (-83.00077403393396 42.34791413674679),JFFIWB,8137,E Jefferson Ave & Field St,JEFFERSON & FIELD,42.347906,4867,-83.00077,25,JEFFERSON,WESTBOUND,E Jefferson Ave,Field St,8137 - Field St / E Jefferson Ave
POINT (-83.01851977012406 42.37297322521078),GTBVEB,547,Gratiot Ave & E. Grand Blvd,Gratiot & East Grand Blvd,42.372965,387,-83.018516,34,GRATIOT,EASTBOUND,,,547 -  /
POINT (-82.9994520335806 42.34858213692593),JFSHWB,8138,E Jefferson Ave & Sheridan St,JEFFERSON & SHERIDAN,42.348574,4868,-82.999448,25,JEFFERSON,WESTBOUND,E Jefferson Ave,Sheridan St,8138 - Sheridan St / E Jefferson Ave
POINT (-83.00521676726396 42.393176229417215),GTHREB,549,Gratiot Ave & Harper Ave,Gratiot & Harper (I - 94),42.393168,388,-83.005213,34,GRATIOT,EASTBOUND,Gratiot Ave,Harper Ave,549 - Harper Ave / Gratiot Ave
POINT (-82.99916003347873 42.34843913691353),JFSHEB,8139,E Jefferson Ave & Sheridan St,JEFFERSON & SHERIDAN,42.348431,4869,-82.999156,25,JEFFERSON,EASTBOUND,E Jefferson Ave,Sheridan St,8139 - Sheridan St / E Jefferson Ave
POINT (-82.99626776531098 42.40632823216524),GTODEB,550,Gratiot Ave & E Outer Dr,Gratiot & East Outer Dr,42.40632,389,-82.996264,34,GRATIOT,EASTBOUND,,,550 -  /
POINT (-82.99985803398474 42.35198213751607),LATOEB,8140,E Lafayette St & Townsend St,LAFAYETTE & TOWNSEND,42.351974,4870,-82.999854,48,VAN DYKE,NORTHBOUN,E Lafayette St,Townsend St,8140 - Townsend St / E Lafayette St
POINT (-82.97793576142479 42.43499223810936),GT7MEB,552,,Gratiot & East Seven Mile,42.434984,390,-82.977932,34,GRATIOT,EASTBOUND,,,552 -  /
POINT (-83.014339037955 42.345885135771574),LALIEB,8141,E Lafayette St & Leib St,LAFAYETTE & LEIB,42.345877,4871,-83.014335,48,VAN DYKE,NORTHBOUN,E Lafayette St,Baldwin St,8141 - Baldwin St / E Lafayette St
POINT (-82.96815075930233 42.44956424114686),GT8MWB,554,Gratiot Ave & E 8 Mile Rd,Gratiot & East Eight Mile,42.449556,391,-82.968147,34,GRATIOT,EASTBOUND,,,554 -  /
POINT (-82.99641703280021 42.35049213740466),JFSE1EB,8142,E Jefferson Ave & Seyburn St,JEFFERSON & SEYBURN,42.350484,4872,-82.996413,25,JEFFERSON,EASTBOUND,,,8142 -  /
POINT (-82.97802176144066 42.43482223807495),GT7MWB,555,Gratiot Ave,Gratiot & East Seven Mile,42.434814,392,-82.978018,34,GRATIOT,WESTBOUND,,,555 -  /
POINT (-82.99690603294759 42.35044813737473),JFSEWB,8143,,JEFFERSON & SEYBURN,42.35044,4873,-82.996902,25,JEFFERSON,WESTBOUND,,,8143 -  /
POINT (-82.99670876543959 42.406168232119704),GTODWB,557,Gratiot Ave & E Outer Dr,Gratiot & East Outer Dr,42.40616,393,-82.996705,34,GRATIOT,WESTBOUND,,,557 -  /
POINT (-82.99395603219483 42.352375137852675),JFPAWB,8144,E Jefferson Ave & Parker St,JEFFERSON & PARKER,42.352367,4874,-82.993952,25,JEFFERSON,EASTBOUND,,,8144 -  /
POINT (-83.00579276741969 42.392783229323825),GTHRWB,558,Gratiot Ave & W Edsel Ford Fwy,Gratiot & Harper (I-94),42.392775,394,-83.005789,34,GRATIOT,WESTBOUND,Gratiot Ave,W Edsel Ford Fwy,558 - W Edsel Ford Fwy / Gratiot Ave
POINT (-82.9981700335191 42.352659137713346),LASEEB,8147,E Lafayette St & Seyburn St,LAFAYETTE & SEYBURN,42.352651,4875,-82.998166,48,VAN DYKE,NORTHBOUN,E Lafayette St,Seyburn St,8147 - Seyburn St / E Lafayette St
POINT (-83.01488676937761 42.37901422645614),GTVDWB,559,Gratiot Ave,Gratiot & Van Dyke,42.379006,395,-83.014883,34,GRATIOT,WESTBOUND,,,559 -  /
POINT (-82.99654303308331 42.35347013793189),LAVAWB,8148,Van Dyke St & Agnes St,LAFAYETTE & VAN DYKE,42.353462,4876,-82.996539,48,VAN DYKE,SOUTHBOUN,Van Dyke St,Agnes St,8148 - Agnes St / Van Dyke St
POINT (-83.02759777206396 42.359006222306036),GTMKWB,560,Gratiot Ave,Gratiot & Mack,42.358998,396,-83.027594,34,GRATIOT,WESTBOUND,,,560 -  /
POINT (-82.99228003174679 42.35322213807981),JFSEEB,8149,E Jefferson Ave & Seminole St,JEFFERSON & SEMINOLE,42.353214,4877,-82.992276,25,JEFFERSON,EASTBOUND,,,8149 -  /
POINT (-83.03232877312026 42.35241222091821),GACHWB,561,Gratiot Ave & Chene St,GRATIOT & CHENE,42.352404,397,-83.032325,34,GRATIOT,WESTBOUND,,,561 -  /
POINT (-82.99105603143401 42.35401613827713),JFIREB,8150,E Jefferson Ave & Iroquois St,JEFFERSON & IROQUOIS,42.354008,4878,-82.991052,25,JEFFERSON,EASTBOUND,,,8150 -  /
POINT (-83.052199779213 42.349761219706174),BEMKNB,566,Saint Antoine St & Mack Ave,Beaubien & Mack,42.349753,398,-83.052196,36,OAKLAND,NORTHBOUN,Saint Antoine St,Mack Ave,566 - Mack Ave / Saint Antoine St
POINT (-82.99139803154033 42.35402513826331),JFIRWB,8151,,JEFFERSON & IROQUOIS,42.354017,4879,-82.991394,25,JEFFERSON,WESTBOUND,,,8151 -  /
POINT (-83.06346678388485 42.366641222406784),BE94NB,567,Beaubien St & E Hendrie St,Beaubien & I-94,42.366633,399,-83.063463,36,OAKLAND,NORTHBOUN,Beaubien St,E Hendrie St,567 - E Hendrie St / Beaubien St
POINT (-82.98995303117177 42.35497113849775),JFBUEB,8152,,JEFFERSON & BURNS,42.354963,4880,-82.989949,25,JEFFERSON,EASTBOUND,,,8152 -  /
POINT (-83.06735378550732 42.37261922336648),BEBVNB,568,Beaubien St & E Grand Blvd,Beaubien & East Grand Blvd,42.372611,400,-83.06735,36,OAKLAND,NORTHBOUN,Beaubien St,E Grand Blvd,568 - E Grand Blvd / Beaubien St
POINT (-82.989011030927 42.35553313864083),JFFI1WB,8153,,JEFFERSON & FISCHER,42.355525,4881,-82.989007,25,JEFFERSON,WESTBOUND,,,8153 -  /
POINT (-83.07268178809886 42.38634522570019),OKOWNB,569,Oakland Ave & Owen St,Oakland & Owen,42.386337,401,-83.072678,36,OAKLAND,NORTHBOUN,Oakland St,Owen St,569 - Owen St / Oakland St
POINT (-82.98717303049567 42.35719413902095),JFHIWB,8155,E Jefferson Ave & Hubbard Ave,JEFFERSON & HIBBARD,42.357186,4882,-82.987169,25,JEFFERSON,WESTBOUND,E Jefferson Ave,Hubbard Ave,8155 - Hubbard Ave / E Jefferson Ave
POINT (-83.08918179491405 42.41056222955534),OKMCNB,570,Oakland St & Conrail Railroad,Oakland & Manchester,42.410554,402,-83.089178,36,OAKLAND,NORTHBOUN,,,570 -  /
POINT (-82.98609703020588 42.357711139162014),JFHOEB,8156,E Jefferson Ave & Holcomb Ave,JEFFERSON & HOLCOMB,42.357703,4883,-82.986093,25,JEFFERSON,EASTBOUND,E Jefferson Ave,Holcomb Ave,8156 - Holcomb Ave / E Jefferson Ave
POINT (-83.0996417979491 42.406581228440544),MHWDNB,571,Manchester St & Woodward Ave,Manchester & Woodward,42.406573,403,-83.099638,36,OAKLAND,NORTHBOUN,Manchester St,Woodward Ave,571 - Woodward Ave / Manchester St
POINT (-82.98566703012659 42.35836313929809),JFBE3WB,8157,E Jefferson Ave & Belvidere St,JEFFERSON & BELVIDERE,42.358355,4884,-82.985663,25,JEFFERSON,WESTBOUND,E Jefferson Ave,Belvidere St,8157 - Belvidere St / E Jefferson Ave
POINT (-83.09432079746601 42.42453723193832),OKNVNB,572,Oakland Ave & Louisiana St,Oakland & Nevada,42.424529,404,-83.094317,36,OAKLAND,NORTHBOUN,Oakland St,Louisiana St,572 - Louisiana St / Oakland St
POINT (-82.98490802994124 42.35896113943928),JFMC1WB,8164,E Jefferson Ave & Mcclellan St,JEFFERSON & MC CLELLAN,42.358953,4885,-82.984904,25,JEFFERSON,WESTBOUND,E Jefferson Ave,Mcclellan St,8164 - Mcclellan St / E Jefferson Ave
POINT (-83.08314179498099 42.440181235223875),DEODNB,573,Dequindre St & E State Fair,DEQUINDRE & OUTER DRIVE,42.440173,405,-83.083138,36,OAKLAND,NORTHBOUN,Dequindre St,E State Fair,573 - E State Fair / Dequindre St
POINT (-82.98309602945996 42.359915139691765),JFPAEB,8165,E Jefferson Ave & Parkview St,JEFFERSON & PARKVIEW,42.359907,4886,-82.983092,25,JEFFERSON,EASTBOUND,E Jefferson Ave,Parkview St,8165 - Parkview St / E Jefferson Ave
POINT (-83.08322879542774 42.446469236376664),8MDQNB,574,Dequindre St & E State Fair,Conant & Dequindre (Eight Mile),42.446461,406,-83.083225,36,OAKLAND,NORTHBOUN,Dequindre St,E State Fair,574 - E State Fair / Dequindre St
POINT (-82.98173602914687 42.361218139986185),JFCAEB,8166,,JEFFERSON & CADILLAC,42.36121,4887,-82.981732,25,JEFFERSON,EASTBOUND,,,8166 -  /
POINT (-82.98202902924474 42.36130813998909),JFCA1WB,8167,,JEFFERSON & CADILLAC,42.3613,4888,-82.982025,25,JEFFERSON,WESTBOUND,,,8167 -  /
POINT (-83.06360578928324 42.447202237229),8MRYNB,576,E 8 Mile Rd & Ryan Rd,Eight Mile & Ryan,42.447194,407,-83.063602,36,OAKLAND,NORTHBOUN,E 8 Mile Rd,Ryan Rd,576 - Ryan Rd / E 8 Mile Rd
POINT (-82.98027802880213 42.362504140282084),JFBE4WB,8168,E Jefferson Ave & Bewick St,JEFFERSON & BEWICK,42.362496,4889,-82.980274,25,JEFFERSON,WESTBOUND,E Jefferson Ave,Bewick St,8168 - Bewick St / E Jefferson Ave
POINT (-83.0786517935787 42.44040123542852),CTODNB,578,Conant St & E Outer Dr,Conant & East Outer Drive,42.440393,408,-83.078648,36,OAKLAND,SOUTHBOUN,Conant St,E Outer Dr,578 - E Outer Dr / Conant St
POINT (-82.97883502840254 42.3630651404475),JFMA1EB,8169,E Jefferson Ave & Marquette Dr,JEFFERSON & MARQUETTE,42.363057,4890,-82.978831,25,JEFFERSON,EASTBOUND,E Jefferson Ave,Marquette Dr,8169 - Marquette Dr / E Jefferson Ave
POINT (-83.0832307953467 42.44524423615143),8MDQSB,579,Winchester Ave & Conant St,Eight Mile & Dequindre,42.445236,409,-83.083227,36,OAKLAND,SOUTHBOUN,Winchester Ave,Conant St,579 - Conant St / Winchester Ave
POINT (-82.97697402791339 42.364108140718095),JFHA1EB,8170,,JEFFERSON & HARDING,42.3641,4891,-82.97697,25,JEFFERSON,EASTBOUND,,,8170 -  /
POINT (-83.08347279506403 42.439859235152575),DESFSB,580,Dequindre St & E State Fair,DEQUINDRE & STATE FAIR,42.439851,410,-83.083469,36,OAKLAND,SOUTHBOUN,Dequindre St,E State Fair,580 - E State Fair / Dequindre St
POINT (-83.09465179754783 42.4241982318639),OKNVSB,581,Oakland Ave & Conant St,Oakland & Nevada,42.42419,411,-83.094648,36,OAKLAND,SOUTHBOUN,Oakland St,Conant St,581 - Conant St / Oakland St
POINT (-82.9761170276963 42.36468814086054),JFMO1WB,8171,E Jefferson Ave & Montclair St,JEFFERSON & MONTCLAIR,42.36468,4892,-82.976113,25,JEFFERSON,WESTBOUND,E Jefferson Ave,Montclair St,8171 - Montclair St / E Jefferson Ave
POINT (-83.08930479492255 42.41010622946697),OKMCSB,583,Oakland Ave,Oakland & Manchester,42.410098,412,-83.089301,36,OAKLAND,SOUTHBOUN,Oakland St,Manchester St,583 - Manchester St / Oakland St
POINT (-82.9746240272835 42.365276141033064),JFLEEB,8172,,JEFFERSON & LEMAY,42.365268,4893,-82.97462,25,JEFFERSON,EASTBOUND,,,8172 -  /
POINT (-83.07277978810606 42.38598722563074),OKOWSB,584,Oakland Ave & Owen St,Oakland & Owen,42.385979,413,-83.072776,36,OAKLAND,SOUTHBOUN,Oakland St,Owen St,584 - Owen St / Oakland St
POINT (-82.97305802686348 42.36605114124234),JFLIWB,8173,,JEFFERSON & LILLIBRIDGE,42.366043,4894,-82.973054,25,JEFFERSON,WESTBOUND,,,8173 -  /
POINT (-83.19485182196817 42.316350208342),MNGFEB,590,Michigan Ave & Greenfield Rd,Michigan & Greenfield,42.316342,414,-83.194848,37,MICHIGAN,EASTBOUND,Michigan Ave,Greenfield Rd,590 - Greenfield Rd / Michigan Ave
POINT (-82.97282602679033 42.36603314124955),JFLIEB,8174,,JEFFERSON & LILLIBRIDGE,42.366025,4895,-82.972822,25,JEFFERSON,EASTBOUND,,,8174 -  /
POINT (-82.9666710251021 42.36862514199088),JFHA2EB,8180,,JEFFERSON & HART,42.368617,4896,-82.966667,25,JEFFERSON,EASTBOUND,,,8180 -  /
POINT (-83.12003379936563 42.33107421378874),MNLVEB,591,Michigan Ave & Livernois Ave,Michigan & Livernois,42.331066,415,-83.12003,37,MICHIGAN,EASTBOUND,Michigan Ave,Livernois Ave,591 - Livernois Ave / Michigan Ave
POINT (-83.09470279140626 42.33147721478664),MNBVEB,592,Michigan Ave & W Grand Blvd,Michigan & West Grand Blvd.,42.331469,416,-83.094699,37,MICHIGAN,EASTBOUND,Michigan Ave,W Grand Blvd,592 - W Grand Blvd / Michigan Ave
POINT (-82.96438302446623 42.36948814224849),JFCO3WB,8181,E Jefferson Ave & Conner St,JEFFERSON & COREY,42.36948,4897,-82.964379,25,JEFFERSON,WESTBOUND,E Jefferson Ave,Conner St,8181 - Conner St / E Jefferson Ave
POINT (-83.06614878239678 42.33138821581041),MNTREB,593,Michigan Ave & Trumbull St,Michigan & Trumbull,42.33138,417,-83.066145,37,MICHIGAN,EASTBOUND,Michigan Ave,Trumbull St,593 - Trumbull St / Michigan Ave
POINT (-82.96196302371777 42.36947514235526),JF12244,8182,E Jefferson Ave & Clairpointe St,12244 JEFFERSON,42.369467,4898,-82.961959,25,JEFFERSON,EASTBOUND,12244 JEFFERSON,,8182 -  / 12244 JEFFERSON
POINT (-83.06744278282333 42.331667215814726),MNTRWB,597,Michigan Ave & Trumbull St,MICHIGAN & TRUMBULL,42.331659,418,-83.067439,37,MICHIGAN,WESTBOUND,Michigan Ave,Trumbull St,597 - Trumbull St / Michigan Ave
POINT (-82.95916302289436 42.369980142571904),JFCO2WB,8183,,JEFFERSON & CONNER,42.369972,4899,-82.959159,25,JEFFERSON,WESTBOUND,,,8183 -  /
POINT (-83.09519079157668 42.33172721481504),MNBVWB,598,Michigan Ave & W Grand Blvd,Michigan & West Grand Blvd.,42.331719,419,-83.095187,37,MICHIGAN,WESTBOUND,Michigan Ave,W Grand Blvd,598 - W Grand Blvd / Michigan Ave
POINT (-82.95872302275325 42.36991614258026),JFCO3EB,8184,,JEFFERSON & CONNER,42.369908,4900,-82.958719,25,JEFFERSON,EASTBOUND,,,8184 -  /
POINT (-83.12046079951801 42.331342213822545),MNLVWB,599,Michigan Ave & Livernois Ave,Michigan & Livernois,42.331334,420,-83.120457,37,MICHIGAN,WESTBOUND,Michigan Ave,Livernois Ave,599 - Livernois Ave / Michigan Ave
POINT (-82.95003102016187 42.37105414317571),JFCO1WB,8188,,JEFFERSON & COPLIN,42.371046,4901,-82.950027,25,JEFFERSON,EASTBOUND,,,8188 -  /
POINT (-83.19542582215492 42.316439208337414),MNGFWB,600,Michigan Ave & Greenfield Rd,Michigan & Greenfield,42.316431,421,-83.195422,37,MICHIGAN,WESTBOUND,Michigan Ave,Greenfield Rd,600 - Greenfield Rd / Michigan Ave
POINT (-82.94815901963982 42.37173914338267),JFEAWB,8190,,JEFFERSON & EASTLAWN,42.371731,4902,-82.948155,25,JEFFERSON,EASTBOUND,,,8190 -  /
POINT (-83.26049684631316 42.37135521606598),PYODEB,603,Plymouth Rd & W Outer Dr,Plymouth & W.Outer Drive,42.371347,422,-83.260493,38,PLYMOUTH,EASTBOUND,Plymouth Rd,W Outer Dr,603 - W Outer Dr / Plymouth Rd
POINT (-82.9458470189795 42.37239614360443),JFLAEB,8192,E Jefferson Ave & Lakewood St,JEFFERSON & LAKEWOOD,42.372388,4903,-82.945843,25,JEFFERSON,EASTBOUND,,,8192 -  /
POINT (-82.94572301896979 42.37274514367242),JFLAWB,8193,,JEFFERSON & LAKEWOOD,42.372737,4904,-82.945719,25,JEFFERSON,WESTBOUND,,,8193 -  /
POINT (-83.23609383865676 42.371847217052306),PYEGEB,604,Plymouth Rd & Evergreen Ave,Plymouth & Evergreen,42.371839,423,-83.23609,38,PLYMOUTH,EASTBOUND,Plymouth Rd,Evergreen Ave,604 - Evergreen Ave / Plymouth Rd
POINT (-82.94428001855316 42.37310014380098),JFCHEB,8194,,JEFFERSON & CHALMERS,42.373092,4905,-82.944276,25,JEFFERSON,EASTBOUND,,,8194 -  /
POINT (-83.2165168325144 42.372254217845246),PYSOEB,605,Plymouth Rd & Southfield Fwy,Plymouth & Southfield,42.372246,424,-83.216513,38,PLYMOUTH,EASTBOUND,Plymouth Rd,Southfield Fwy,605 - Southfield Fwy / Plymouth Rd
POINT (-82.94464601866848 42.37312714378934),JFCMWB,8215,E Jefferson Ave & Chalmers St,JEFFERSON & CHALMERS,42.373119,4906,-82.944642,25,JEFFERSON,WESTBOUND,,,8215 -  /
POINT (-83.19745282651728 42.37242521857544),PYGFEB,606,Plymouth Rd & Greenfield Rd,Plymouth & Greenfield,42.372417,425,-83.197449,38,PLYMOUTH,EASTBOUND,Plymouth Rd,Greenfield Rd,606 - Greenfield Rd / Plymouth Rd
POINT (-82.94185601790518 42.37432914413018),JFMAWB,8216,E Jefferson Ave & Manistique St,JEFFERSON & MANISTIQUE,42.374321,4907,-82.941852,9,CHALMERS,NORTHBOUN,E Jefferson Ave,Manistique St,8216 - Manistique St / E Jefferson Ave
POINT (-83.1779248203885 42.372826219364484),PYSFEB,607,Plymouth Rd & Schaefer Hwy,Plymouth & Schaefer,42.372818,426,-83.177921,38,PLYMOUTH,EASTBOUND,Plymouth Rd,Schaefer Hwy,607 - Schaefer Hwy / Plymouth Rd
POINT (-82.94130601773442 42.37431914415314),JFMAEB,8217,,JEFFERSON & MANISTIQUE,42.374311,4908,-82.941302,9,CHALMERS,SOUTHBOUN,,,8217 -  /
POINT (-83.15168681219957 42.37407222055405),PYGREB,608,Cloverlawn St & Grand River Ave,Plymouth & Grand River,42.374064,427,-83.151683,38,PLYMOUTH,EASTBOUND,Grand River Ave,Plymouth Rd,608 - Plymouth Rd / Grand River Ave
POINT (-82.93999601738969 42.375050144343),JFAL1WB,8218,Alter Rd & E Jefferson Ave,JEFFERSON & ALTER ROAD,42.375042,4909,-82.939992,25,JEFFERSON,WESTBOUND,,,8218 -  /
POINT (-83.12517280428222 42.38073222274973),EHDXEB,609,Dexter Ave & Tuxedo St,Elmhurst & Dexter,42.380724,428,-83.125169,38,PLYMOUTH,EASTBOUND,Elmhurst St,Dexter Ave,609 - Dexter Ave / Elmhurst St
POINT (-83.16088109061306 42.436040145237904),WYKINB,8229,Wyoming St & Kingswood St,WYOMING & KINGWOOD,42.436032,4910,-83.160877,54,WYOMING,NORTHBOUN,Wyoming St,Kingswood St,8229 - Kingswood St / Wyoming St
POINT (-83.10341479758037 42.38314222398844),CVRPEB,610,Calvert St & Rosa Parks Blvd,Calvert & Rosa Parks Blvd,42.383134,429,-83.103411,38,PLYMOUTH,EASTBOUND,Calvert St,Rosa Parks Blvd,610 - Rosa Parks Blvd / Calvert St
POINT (-83.06916005826218 42.38708314066065),CHOWEB,8233,Chrysler Dr & Owen St,CHRYSLER SERVICE DR. & OWEN,42.387075,4911,-83.069156,11,CLAIRMOUN,EASTBOUND,Chrysler Dr,Owen St,8233 - Owen St / Chrysler Dr
POINT (-83.08230878984106 42.36683822175604),JCBVSB,611,John C Lodge Expy & W Grand Blvd,J.C Lodge & W.Grand Blvd,42.36683,430,-83.082305,38,PLYMOUTH,EASTBOUND,John C Lodge Fwy,W Grand Blvd,611 - W Grand Blvd / John C Lodge Fwy
POINT (-83.12518606820822 42.29781712216114),FTLAEB,8236,Fort St & Elsmere St,FORT & LAWNDALE,42.297809,4912,-83.125182,19,FORT,EASTBOUND,Fort St,Elsmere St,8236 - Elsmere St / Fort St
POINT (-82.96512975687567 42.42737623717391),HXSYNB,613,Hayes St & Seymour St,Hayes & Seymour,42.427368,431,-82.965126,38,PLYMOUTH,EASTBOUND,Hayes St,Seymour St,613 - Seymour St / Hayes St
POINT (-83.14492508092896 42.37845213568613),EWOKNB,8239,Ewald Cir & Oakman Blvd,EWALD CIRCLE & OAKMAN,42.378444,4913,-83.144921,15,CHICAGO-D,EASTB0UND,Oakman Blvd,Ewald Cir,8239 - Ewald Cir / Oakman Blvd
